{'id': 1, 'state': True, 'heartbeat': 82, 'oximeter': 82, 'breath': 20, 'temperature': 0.0, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 66, 'oximeter': 88, 'breath': 17, 'temperature': 32.08956, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 75, 'oximeter': 90, 'breath': 18, 'temperature': 32.064537, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 84, 'oximeter': 89, 'breath': 21, 'temperature': 32.102074, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 79, 'oximeter': 89, 'breath': 18, 'temperature': 32.039482, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 87, 'oximeter': 89, 'breath': 17, 'temperature': 32.039482, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 78, 'oximeter': 91, 'breath': 17, 'temperature': 32.001945, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 96, 'oximeter': 91, 'breath': 14, 'temperature': 32.052025, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 94, 'oximeter': 91, 'breath': 15, 'temperature': 31.926783, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 77, 'oximeter': 89, 'breath': 17, 'temperature': 31.876642, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 86, 'oximeter': 85, 'breath': 23, 'temperature': 31.96435, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 74, 'oximeter': 81, 'breath': 24, 'temperature': 32.014458, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 79, 'oximeter': 84, 'breath': 13, 'temperature': 31.976892, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 77, 'oximeter': 82, 'breath': 16, 'temperature': 32.02697, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 83, 'oximeter': 88, 'breath': 20, 'temperature': 32.039482, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 91, 'oximeter': 85, 'breath': 20, 'temperature': 32.039482, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 71, 'oximeter': 88, 'breath': 13, 'temperature': 32.127098, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 85, 'oximeter': 87, 'breath': 12, 'temperature': 32.102074, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 88, 'oximeter': 90, 'breath': 14, 'temperature': 32.07705, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 76, 'oximeter': 83, 'breath': 17, 'temperature': 32.13961, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 70, 'oximeter': 87, 'breath': 17, 'temperature': 32.02697, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 99, 'oximeter': 82, 'breath': 16, 'temperature': 32.039482, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 70, 'oximeter': 84, 'breath': 23, 'temperature': 32.152092, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 69, 'oximeter': 86, 'breath': 17, 'temperature': 32.164604, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 87, 'oximeter': 84, 'breath': 16, 'temperature': 32.014458, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 94, 'oximeter': 86, 'breath': 18, 'temperature': 31.989405, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 89, 'oximeter': 81, 'breath': 12, 'temperature': 32.127098, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 73, 'oximeter': 85, 'breath': 22, 'temperature': 32.052025, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 69, 'oximeter': 85, 'breath': 24, 'temperature': 32.039482, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 97, 'oximeter': 83, 'breath': 17, 'temperature': 31.926783, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 98, 'oximeter': 75, 'breath': 19, 'temperature': 31.951838, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 61, 'oximeter': 75, 'breath': 18, 'temperature': 31.901697, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 73, 'oximeter': 79, 'breath': 19, 'temperature': 32.014458, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 88, 'oximeter': 81, 'breath': 16, 'temperature': 31.989405, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 68, 'oximeter': 86, 'breath': 13, 'temperature': 31.951838, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 71, 'oximeter': 83, 'breath': 12, 'temperature': 31.801386, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 72, 'oximeter': 84, 'breath': 17, 'temperature': 31.951838, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 84, 'oximeter': 81, 'breath': 11, 'temperature': 31.889154, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 92, 'oximeter': 75, 'breath': 23, 'temperature': 31.976892, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 92, 'oximeter': 76, 'breath': 14, 'temperature': 32.102074, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 72, 'oximeter': 77, 'breath': 14, 'temperature': 32.08956, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 66, 'oximeter': 73, 'breath': 21, 'temperature': 32.13961, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 86, 'oximeter': 75, 'breath': 21, 'temperature': 32.102074, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 97, 'oximeter': 78, 'breath': 12, 'temperature': 32.164604, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 77, 'oximeter': 80, 'breath': 13, 'temperature': 32.07705, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 84, 'oximeter': 88, 'breath': 13, 'temperature': 32.08956, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 86, 'oximeter': 90, 'breath': 18, 'temperature': 32.127098, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 86, 'oximeter': 92, 'breath': 22, 'temperature': 32.07705, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 95, 'oximeter': 78, 'breath': 24, 'temperature': 31.96435, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 82, 'oximeter': 80, 'breath': 20, 'temperature': 32.152092, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 82, 'oximeter': 77, 'breath': 19, 'temperature': 32.13961, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 67, 'oximeter': 83, 'breath': 16, 'temperature': 32.13961, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 91, 'oximeter': 86, 'breath': 17, 'temperature': 32.102074, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 88, 'oximeter': 83, 'breath': 24, 'temperature': 32.114586, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 71, 'oximeter': 85, 'breath': 13, 'temperature': 32.102074, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 92, 'oximeter': 84, 'breath': 13, 'temperature': 32.102074, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 65, 'oximeter': 82, 'breath': 20, 'temperature': 32.227104, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 88, 'oximeter': 78, 'breath': 20, 'temperature': 32.152092, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 94, 'oximeter': 76, 'breath': 15, 'temperature': 32.352013, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 96, 'oximeter': 78, 'breath': 16, 'temperature': 32.214622, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 81, 'oximeter': 79, 'breath': 16, 'temperature': 32.364494, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 86, 'oximeter': 80, 'breath': 18, 'temperature': 32.252098, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 88, 'oximeter': 84, 'breath': 19, 'temperature': 32.252098, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 80, 'oximeter': 82, 'breath': 23, 'temperature': 32.239616, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 82, 'oximeter': 78, 'breath': 23, 'temperature': 32.314568, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 81, 'oximeter': 79, 'breath': 15, 'temperature': 32.314568, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 98, 'oximeter': 79, 'breath': 13, 'temperature': 32.20211, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 96, 'oximeter': 78, 'breath': 22, 'temperature': 32.277092, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 98, 'oximeter': 72, 'breath': 22, 'temperature': 32.289574, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 91, 'oximeter': 72, 'breath': 24, 'temperature': 32.20211, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 96, 'oximeter': 74, 'breath': 23, 'temperature': 32.102074, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 99, 'oximeter': 75, 'breath': 18, 'temperature': 32.014458, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 85, 'oximeter': 72, 'breath': 16, 'temperature': 32.114586, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 93, 'oximeter': 77, 'breath': 20, 'temperature': 31.951838, 'beginindex': 198, 'endindex': 248}
{'id': 1, 'state': True, 'heartbeat': 93, 'oximeter': 75, 'breath': 12, 'temperature': 31.96435, 'beginindex': 198, 'endindex': 248}
